logFC	AveExpr	t	P.Value	adj.P.Val	B
12438	-1.36111733342994	1.92144276218332	-7.00365092693663	7.20589451625831e-12	1.86070608198822e-07	16.2092699029994
21188	-1.21159394200729	1.84337155694157	-6.84343848268924	2.04249130778099e-11	2.63706052747604e-07	15.2481056192791
12436	-1.24703617918892	2.15206826665617	-6.60210955800592	9.45625177092097e-11	8.13931110762404e-07	13.8138134821646
9630	0.954244099407508	3.42190388827914	6.37207151572443	3.90825471793774e-10	2.52297383316471e-06	12.448308372322
33426	-1.08101997080905	2.37987903705748	-6.05621544131828	2.56330638988364e-09	1.32379395199151e-05	10.7576472229741
9627	-0.971036766845924	3.3976508114377	-5.69399382880602	2.00890668032842e-08	8.64566471657342e-05	8.83448920226894
9628	-0.970186560229087	3.40634927811234	-5.58485464271331	3.65871763529371e-08	0.000134964866826506	8.28604445170479
35305	-1.04291721027402	2.11153580332029	-5.5204527005252	5.18783748213884e-08	0.000167450424329736	7.99814743885904
33427	0.613721520522829	2.53846826997012	5.4927145893105	6.02352205794463e-08	0.000172821540644718	7.85257044222581
21353	-1.00066280321602	2.0239147590572	-5.44052462648963	7.96433133266406e-08	0.000200966472327704	7.60557447275909
20945	-1.12979380119723	1.77872050890664	-5.41898297749335	8.93165494229164e-08	0.000200966472327704	7.50381272405105
9631	-1.11856656992336	3.87020485094274	-5.41057615024816	9.33931402653727e-08	0.000200966472327704	7.41841657503949
1797	-1.02813699897851	1.23045463941818	-5.25067366939376	2.15852559307426e-07	0.000391670591884396	6.69671447698644
30829	-1.12843387188269	2.01842601773976	-5.24744821217654	2.19483384855883e-07	0.000391670591884396	6.67673731620379
34608	-1.17378418225226	3.4421366046797	-5.23589364912218	2.32982128372707e-07	0.000391670591884396	6.59479835287668
12679	0.785660273529237	2.88798746619973	5.22797857566124	2.42689546516549e-07	0.000391670591884396	6.57037655375278
26108	-1.19992560319946	1.83487143498966	-5.15705967133435	3.49048976691314e-07	0.000530184863301359	6.25349149613728
35052	-1.48498553417731	2.65686152241895	-5.11564555420029	4.32835883991737e-07	0.000620927122024146	6.04381214209994
20027	-0.889016641597337	2.63316758394229	-5.09702369214163	4.73233749723346e-07	0.000633160799092972	5.96343695686359
35051	-1.4167788895724	2.75194335215891	-5.09055367447259	4.90404150796198e-07	0.000633160799092972	5.92805011125234
32351	-1.30464640312784	3.16663002502278	-5.03118324381852	6.58474237897603e-07	0.000802565063497227	5.65433579239774
26105	-1.11874115725124	1.62828339935673	-5.0236220979156	6.83774742349121e-07	0.000802565063497227	5.63833697186725
722	-1.13769160473635	2.6789256549041	-4.9785392414743	8.55284372527703e-07	0.000960224046409145	5.42269322008745
15809	-1.13388041039601	2.32039595717645	-4.96321804024705	9.22515407673107e-07	0.000960662365006703	5.3580228565119
8710	-0.982369092518202	2.13596746078065	-4.96156185559491	9.3008129212174e-07	0.000960662365006703	5.35322656554883
23113	-1.01652535949318	2.92623992466084	-4.90971224454649	1.19968383743672e-06	0.00111378288225464	5.11204073797083
2021	-0.933435196776151	1.45219899690813	-4.90653995478451	1.21842365669019e-06	0.00111378288225464	5.11037272726455
21352	-0.94083133833642	1.64465560687841	-4.89798091419836	1.27040436478833e-06	0.00111378288225464	5.07158876436186
20033	-0.876947129464264	2.8656513470876	-4.89420773695278	1.29399296985668e-06	0.00111378288225464	5.04390563765976
15269	-1.15046479046361	4.53198543743198	-4.89695947155845	1.27674880906529e-06	0.00111378288225464	5.031994762404
32616	-0.869902041862766	2.87607615274512	-4.88217578485109	1.37206744285161e-06	0.00112082290693163	4.99066295292377
16401	-1.01415004183585	1.52833445475203	-4.87965606330961	1.38898354201116e-06	0.00112082290693163	4.9903555443966
1412	-0.971931169084967	2.95325996093321	-4.83424991616137	1.73059408729884e-06	0.00134059127340861	4.77857681733325
36080	-1.0276847459579	1.25943786993476	-4.83014782085084	1.76516549050781e-06	0.00134059127340861	4.77172238321116
27491	-0.864357501231952	3.050654804699	-4.82147691596681	1.84044499102252e-06	0.00135210562709798	4.72185508032726
1813	-0.91581511440327	1.44101364389347	-4.81637828222639	1.88614478557085e-06	0.00135210562709798	4.71103457819637
31219	-1.01543438075458	2.60418248509841	-4.81079802722717	1.93741415082585e-06	0.00135210562709798	4.67935645303845
15183	-1.00905822586308	1.59013382216147	-4.80151865359288	2.02565537392846e-06	0.00137648613330476	4.64554379929102
15807	-1.07272843727629	1.9309214245402	-4.7860171507549	2.18176586387422e-06	0.00144455277274257	4.57629404304619
35227	-1.08069787612168	2.87083301574364	-4.76962525036026	2.35942648857669e-06	0.00152312776970068	4.49879277881821
6000	-0.913070774884807	2.40488086794919	-4.76072962315183	2.46158793537655e-06	0.00155032008944618	4.46323479514457
34149	-0.87641593041342	1.69319412688511	-4.74895823630485	2.60333829532124e-06	0.00158648325696554	4.41641460679851
31017	-0.99139487959623	3.70733423007777	-4.74586379667996	2.64188599060949e-06	0.00158648325696554	4.38840740005871
34104	-0.97180597458285	2.27728306528317	-4.73960114003601	2.72158804165903e-06	0.00159720105481181	4.37275449471485
20353	-1.05949287376754	4.21398716540544	-4.73014562750656	2.8463235256919e-06	0.00160646329776745	4.31326904356896
29250	-1.18725810640355	2.72130709704032	-4.72091346560308	2.97340855120296e-06	0.00160646329776745	4.28955453696816
839	-0.858934766960542	3.32251866465804	-4.72071601004067	2.97618535799112e-06	0.00160646329776745	4.28334880323559
14301	-0.981049550643862	2.28978763470343	-4.71368800528446	3.07666046845956e-06	0.00160646329776745	4.26118068693731
26898	-1.01535563633103	3.58275303035144	-4.70705337199808	3.17450002951156e-06	0.00160646329776745	4.2224625367051
35367	-1.16555332295154	4.51193639815406	-4.7035152613731	3.22789220810631e-06	0.00160646329776745	4.19536394254442
21187	-0.91517483092447	1.4967516874833	-4.69486883104734	3.36203071731112e-06	0.00160646329776745	4.18319716411352
34318	-0.940914359063633	2.31123372201939	-4.69482834023783	3.36267131418211e-06	0.00160646329776745	4.18018416088698
18580	-0.893766176768364	1.67372803136496	-4.68601073958881	3.50500420293437e-06	0.00160646329776745	4.14533191154814
20354	-1.06521545342524	3.72262658854653	-4.68274623687436	3.55915451888489e-06	0.00160646329776745	4.11749089727574
6851	-0.927664154791309	2.45073037203858	-4.67997457944993	3.60576019375031e-06	0.00160646329776745	4.11590417039867
39121	-0.902072832265463	1.63341046214734	-4.67897845098101	3.62265306429588e-06	0.00160646329776745	4.11531197413201
23895	-0.869637737220243	2.33533168049184	-4.67708398196047	3.65499063865566e-06	0.00160646329776745	4.10437926027037
