logFC	AveExpr	t	P.Value	adj.P.Val	B
26527	1.81730782398768	1.88589174663942	12.1256991467828	1.45805886133585e-31	3.55722620400107e-27	57.3734120981498
21188	-0.850388025196889	1.81537655511426	-9.78486242257252	1.3183911730522e-21	1.60823947244773e-17	36.3131341091908
12438	-0.667202894512968	2.01328861984157	-8.96865670642529	1.56858382654258e-18	1.27562465387198e-14	29.8038547312209
12436	-0.593395452845844	2.19322303217396	-8.49150594883835	7.78871476326959e-17	4.7505318519872e-13	26.2113906648487
22192	0.846879054049309	1.31500933290184	7.54374934063549	1.06803669819459e-13	5.21137826517069e-10	19.7898290364779
15688	1.30234946431218	3.88284354474873	6.98571964727414	5.33020548942802e-12	1.85772890465108e-08	16.2893227963974
22865	-1.27918252968516	1.56414679104856	-6.2783688617619	5.199963194959e-10	1.58579377584268e-06	12.0516200342857
28828	0.939502969345415	1.62777510745267	6.03814436263903	2.23498136615543e-09	5.73923807746221e-06	10.716544852171
22191	0.743023528559236	0.975037528158177	6.0295541301731	2.35243598699111e-09	5.73923807746221e-06	10.6698822857976
3415	0.626497284807045	1.60607626956133	5.98838124974981	3.00432290300831e-09	6.66331507860851e-06	10.4490067672025
22190	0.693476035100373	1.18145066651086	5.91620819187531	4.59636926581059e-09	9.34480174816507e-06	10.0752829684201
4842	0.68730547002116	1.5865534164573	5.65847000364217	2.02203584038951e-08	3.79473910753714e-05	8.7256047487201
25860	0.720349204950026	0.480550915458639	5.42358798405055	7.41458559592614e-08	0.000106408026343418	7.52906425222141
9626	0.676963128510262	4.06764897562745	5.42782557464852	7.24591122586557e-08	0.000106408026343418	7.46935290560369
4206	-0.703388568828898	0.792357555671759	-5.29376931837086	1.4890611846426e-07	0.00020182569845403	6.91217571577846
1713	0.882496186584585	1.27280772494571	4.99662768222637	6.94450700378157e-07	0.000847125686856294	5.54623893476685
33425	0.600543794812803	3.58204482183798	4.9996395204473	6.83965399616767e-07	0.000847125686856294	5.50310419485856
16666	0.757006484911172	0.921729225475055	4.82153275602293	1.65852295322284e-06	0.00183922656771717	4.75953000290892
1716	0.853450923607971	1.20310664289847	4.77716033583042	2.05895076382626e-06	0.00203201684548866	4.57177380562444
3631	0.641834341312798	1.9446702233318	4.65263760388349	3.74231703053213e-06	0.00344024164615103	4.02653476548781
30716	-0.70907130028387	5.33603896383468	-4.6490068346411	3.80729288216084e-06	0.00344024164615103	3.98975912180291
29178	0.702954626519363	1.06049844868216	4.39570329618911	1.22880135900273e-05	0.00810245047448365	2.97354428203721
4041	-0.605166913644405	0.643406366428395	-4.36735812552457	1.39594005426168e-05	0.0087324998727749	2.85430341922365
4042	-0.605166913644405	0.643406366428395	-4.36735812552457	1.39594005426168e-05	0.0087324998727749	2.85430341922365
34254	0.604363034520476	1.70578739009577	4.25655379673492	2.28222793138265e-05	0.0132570273433197	2.42993932567989
17341	-0.636810775222297	0.924906158109104	-4.02511549769396	6.1486305238647e-05	0.0267871676590584	1.55031689949383
5194	-0.805105076990422	4.12861782603259	-3.93904333896169	8.78002082133633e-05	0.0315009070556092	1.22527684732218
5197	-0.832938011936332	4.4933073158136	-3.93266246278119	9.01259047594238e-05	0.031515323546415	1.21194239814476
28834	0.631467499210819	1.1034285849184	3.930987025963	9.07461589273965e-05	0.031515323546415	1.20658113915203
19654	-0.592319895892677	1.75479260725348	-3.83437039943066	0.000134193393325477	0.0422255112494758	0.861941621381986
5199	0.81171824192615	9.95131855918778	3.82830458464891	0.000137491482094472	0.0422255112494758	0.774546835649572
10378	0.934140198309959	8.89949043041965	3.80055206571988	0.000153580417373711	0.0447968062377093	0.700766904966057
26916	0.728377647448198	5.67291788560309	3.78321090214187	0.000164517714586272	0.0472204550913091	0.681214571263324
28830	-0.665077119476942	1.00240878550103	-3.75784494607897	0.000181845524076033	0.0498481488863256	0.596512636017782
