logFC	AveExpr	t	P.Value	adj.P.Val	B
2746	1.0291049199355	3.15325126245249	5.50031462648271	6.29435155332441e-08	6.84477250830661e-06	7.82096244574992
4130	-0.839912009384927	2.21632774498683	-5.47730525194455	7.10877202724326e-08	7.56936121484173e-06	7.71042743706736
4047	-1.22602987851743	3.63007847019106	-5.46336755155061	7.78427810799105e-08	8.11947865509026e-06	7.60589546406939
5600	-0.971155554284027	2.07483141844927	-5.45325860854767	8.07616904735345e-08	8.2554600002047e-06	7.58961329600024
1941	1.35066038920217	3.59723078229297	5.41594112595572	1.0033044527989e-07	1.00546844279513e-05	7.37195592403485
1170	-0.845675296330755	3.66503333704225	-5.40604835420489	1.03527560136484e-07	1.01755646126456e-05	7.32743007600643
3634	-0.754491199214894	3.14869998488547	-5.3988163019719	1.0752948935599e-07	1.0369494718839e-05	7.30248276857221
1354	-0.762313579861133	2.4793879796307	-5.34203727741406	1.44615854934754e-07	1.36870671987055e-05	7.03333932684789
4269	0.942650017331185	3.2354396279292	5.33856181442024	1.47287946767522e-07	1.36870671987055e-05	7.00448354628414
3645	-1.18272987417158	2.6110467023685	-5.32593064150216	1.59140309788911e-07	1.45243950594844e-05	6.941599971245
776	-1.04103606527531	4.41634249069982	-5.30338327627304	1.77668739020946e-07	1.59309635988781e-05	6.80739298286502
3995	-0.873169316116059	2.94133916676103	-5.24250540576345	2.41613372866404e-07	2.12911370468998e-05	6.53778629772429
299	1.17751756668703	4.95361881712189	5.22545013674308	2.6798262229453e-07	2.32145624160567e-05	6.40948349696944
56	-0.916313386815229	4.45955043758088	-5.19642802123481	3.05705287100166e-07	2.60409953728158e-05	6.29171552559276
4286	1.19605128006485	10.0521601114013	5.11036958291925	4.75216193787808e-07	3.91746768782175e-05	5.94223606416874
3263	-0.728201434465191	2.81526103445316	-5.11414466474852	4.62815103119759e-07	3.87778359351654e-05	5.92474335363409
4535	1.5915687961734	4.00076311286274	5.10837966210196	4.8563254678499e-07	3.93979039145728e-05	5.86270711618648
1248	-1.27239028915546	2.78713787505642	-5.10349104499855	4.96147459002386e-07	3.94799360810748e-05	5.85980962408097
4710	-1.18730379210973	3.20399603601717	-5.10066001367995	5.02092710872601e-07	3.94799360810748e-05	5.8430505190325
3161	-1.16410652402381	4.18538990211158	-5.09509240523517	5.15999828321257e-07	3.99587139780295e-05	5.81276100931969
1914	-0.731873350277601	3.4104051217899	-5.0732254098266	5.67787217992924e-07	4.33128428531617e-05	5.71250254224529
873	1.37378479880916	3.81958941640728	5.0422019617982	6.74100981426297e-07	5.06666193539677e-05	5.55358721944345
4917	-0.818843585859459	4.46026129683174	-5.02358483740912	7.26343917141163e-07	5.38020834856302e-05	5.46895117237154
4164	-0.894277281996174	2.87145785911407	-5.00686687534142	7.88834371047345e-07	5.75961781488997e-05	5.41735631546507
4681	-0.949749458477528	3.24710416586988	-4.99933388761014	8.19113457220547e-07	5.82409448069745e-05	5.38016242324735
3485	-1.20093557426441	5.10949524325605	-5.00171996811323	8.20455493269842e-07	5.82409448069745e-05	5.37861646345697
5640	-0.759428554889955	2.5293102906943	-4.98461151648014	8.79857932989884e-07	6.1602108157689e-05	5.32048642867569
5243	0.770401638604478	1.90474357573312	4.97834464612358	9.07319496714638e-07	6.26663506447097e-05	5.29581378550821
5533	-1.71823516266472	4.22448181520818	-4.96262598670419	9.97101437402397e-07	6.79491392875154e-05	5.18096320721188
