logFC	AveExpr	t	P.Value	adj.P.Val	B
33425	1.38087256768463	4.27553144337351	8.26460105209656	1.11720709661658e-15	3.10125517949797e-11	22.2377865010732
22177	0.767673607002947	2.74390288404022	7.65807294704139	8.90687935011896e-14	1.23623031939976e-09	18.5787847442883
18745	1.01825407578034	2.20523395710098	7.11994529704252	3.50642451406304e-12	3.24449460286253e-08	15.5938483638008
12617	-0.781442186850077	2.15856208766178	-5.94731852445803	4.92817287213186e-09	3.42002876893771e-05	9.35277050787169
35282	-0.755642036554236	1.71598115639872	-4.91588224053986	1.17820882145168e-06	0.00545098311244618	4.74562271733388
12616	-0.70000328318732	2.42681314575656	-4.91734142658791	1.16963345821773e-06	0.00545098311244618	4.7147498387927
8032	-1.11558816077949	3.28478854043329	-4.76801731330176	2.40340832441744e-06	0.00953088738250052	4.12623784856434
21823	-0.846660545617113	1.59545488075738	-4.62779042833783	4.64557769583239e-06	0.0161195739073264	3.59029674949569
495	-0.793592148545024	6.76217014375635	-4.48193964724019	9.05823144132507e-06	0.027938605175527	2.89577134119939
36156	-0.661657950093633	0.818852475362588	-4.42422432187469	1.17389241598266e-05	0.0296355504139041	2.77390969582003
17575	0.619489280655128	1.39283370591162	4.34059085542751	1.70041740294685e-05	0.0393349055736681	2.48809330997211
