Skip 	Inclusion 	 Expression	Sex
4.5832618228948	30.6359562600968	-0.892626921422639	male
8.44595322105596	32.2022655006534	0.569280574132402	male
4.14974826607744	28.6372971649401	-0.91604926892372	male
9.56106587265255	33.2981300320703	-0.871833494674418	male
16.1579887466971	29.296875677123	-0.341307229691146	male
1.3150024915119	32.7287461736485	-0.397206318513805	male
4.3342763942568	30.5314133880182	-1.01943822695085	male
18.1541944442071	31.0731787112602	0.564205126964567	male
3.51416851815012	30.7327948380581	-1.13275249105408	male
4.23897018563309	31.9980424163147	-0.964121717646601	male
4.75437309022072	30.5394397927879	-0.544524114984807	male
24.1825097168132	33.2203892000264	0.495873264082614	male
10.5900060829194	31.9636169527494	-1.18454681341172	male
21.1696147994419	26.0557685081139	0.0750124625950933	male
12.674043987581	36.7811045793237	0.540844403347147	male
9.96298761053677	32.3208853679495	-0.545534032984596	male
17.067361686903	28.0828100861921	-0.328407412617532	male
1.16548117351597	32.6151905026322	-1.34054229627798	male
7.60974756204449	30.406289263747	-0.644470280020745	male
7.7307339456185	31.6843790077421	-0.620129181390888	male
4.05544207598001	27.1270682050858	-1.17873933683339	male
11.0878224246563	27.94917177689	0.404454433495938	male
4.16692753465053	29.1011345906804	-1.09971282917146	male
6.84454706260395	27.023802035704	-1.21498203653172	male
4.6115606035691	37.7638790199122	-1.05935827182353	male
4.32545094277566	26.4609999774377	-0.514194898525614	male
23.2192575727267	34.6290277921306	-0.187691604470022	male
0.876689765730239	31.9458235266144	-1.40687073325006	male
8.33392354543306	27.4908119195	0.05309308276734	male
11.1095769010594	28.0176546726308	0.296978626805806	male
4.29463714765283	34.2229253972631	-1.59900863582938	male
1.25693954222378	33.2061133664875	-1.21847410432612	male
1.12479617670287	31.0999327180799	-1.47962810648261	male
6.34965820595493	27.337123825541	-0.306995107834642	male
17.7462833965416	27.3068669859823	0.209215918872001	male
4.25720716762396	31.3534544642591	-1.06689297463956	male
1.27265389518119	33.4214904572443	-1.05734374756245	male
35.8661557742703	28.9575592446682	0.762767155855538	male
3.18807941837591	27.8624544150736	-1.25157038732161	male
1.38427452942928	32.636144260331	-1.2876409596795	male
4.47081981652804	30.5820950128256	-0.956275855035283	male
8.62405921724063	35.1331831908471	-0.857509836786831	male
8.67812520574881	33.5563738541417	-0.467109099623892	male
4.28542415124437	28.5215864931676	-0.628821123953807	male
1.18604375513389	32.7991028711349	-1.24904466731947	male
10.7462563470692	29.2993259635799	-0.897507849269848	male
1.04648764028196	30.4954685581108	-1.59321060893487	male
9.51289940078754	35.0383896889556	-0.79619465610155	male
10.8071407715686	26.8745492572741	-0.615471487475585	male
4.63045398552004	30.4102140323178	-0.985670137273663	male
0.740196161646013	28.5395903632202	-0.664559991859164	male
21.9839445486467	29.784898973781	-0.706632027937358	male
3.8984974173095	31.998614982322	-1.20232063945917	male
3.56720871694613	32.3561438361338	-1.13662363322863	male
21.5733719587804	27.8582809987277	0.238140964999104	male
1.13455308646844	36.1697929027982	-0.815256497944944	male
11.5789145064767	26.6509704604101	-0.461037785416528	male
6.69947909486321	29.9015587132116	-0.388613712143934	male
10.3054169425182	28.4620916531772	-0.896041756978549	male
12.3053968125059	31.3347812292592	-1.14673973278354	male
9.72251738910456	33.6434770299056	-0.338913283854387	male
5.68688639432965	30.4014353910086	-0.983586823679087	male
4.55955746022392	32.0392098932552	-1.06009155601079	male
12.0408926144916	31.8040948085477	-0.626006965580906	male
19.4699293304023	30.7251595403541	-0.373258310881203	male
6.35413996996083	27.1379401795744	-0.841297632776562	male
0.959082294565337	28.7602056939013	-0.98323991038436	male
13.1343646793339	35.3476967389399	-0.542506494055479	male
10.0896827727814	32.5750788416688	0.515911600792751	female
31.075840866432	26.2318682658014	0.461003825699577	female
45.5115297324411	38.7994287831892	0.663905239132369	female
18.0152853394508	29.958779796904	0.425854918056187	female
23.6237597051846	33.2995829838144	0.869129506471077	female
18.9992884550441	31.1452434134427	-0.431889483186914	female
6.37428627090268	37.3996697846851	0.196736737853207	female
34.4720003873112	26.705107601811	1.24055133194038	female
17.118681714049	25.9350168507454	0.677503350844228	female
58.9143290618602	27.9909994419878	1.46077190128345	female
23.2943546419777	27.414292157508	0.540844403347147	female
31.263880550493	24.7132922006751	1.21681741924747	female
37.9331821617465	29.0774093860916	1.33677675353255	female
49.68432947693	30.3994214822597	0.899591082573632	female
47.6153809277056	28.1404757599617	1.28448395089555	female
20.1908230843914	34.9632474512306	0.722054132791167	female
38.0628969713984	29.347914823417	1.0139037322593	female
61.0935638305491	28.7604838527049	1.78126396307917	female
22.312891856751	26.3738700236722	0.864592592925793	female
24.7352605542104	28.0899963133975	1.07415063195859	female
71.0024705113378	30.4487766846801	1.07415063195859	female
4.44434275033422	28.7919268875049	0.0862424305972112	female
48.0451169402857	34.4076194021188	0.692514022569932	female
86.7137809932768	28.8552897680459	2.20549265971784	female
97.080515649559	28.1353051651347	2.1462957249037	female
68.1765782432966	27.9527359190138	1.55373552449273	female
33.4625046325502	30.7407015514311	1.43095284201523	female
59.484160451667	29.6285078330935	1.50289597634868	female
48.0386810145898	33.4051116585911	1.08697405830393	female
32.2739745708623	34.3627514735049	0.556840804755335	female
52.6170296253994	34.1541363631678	0.618490759836432	female
7.80305608228165	28.2364609834629	-0.605675256693724	female
24.6454579683655	29.8980916060439	1.03374384939071	female
4.70478886835917	32.9735320358176	-0.71989479970923	female
83.8924607557317	31.5540919451144	2.16625261510992	female
76.4015001818438	31.1137321403017	1.81521764824718	female
48.6297593522718	27.4804609551741	1.20159571535782	female
23.6560664294774	31.5165434453649	0.549436962774381	female
31.6159521178727	28.70802512934	1.01919530509972	female
37.3177217979743	26.8682902683901	1.22173730177172	female
32.3873141402412	27.6294602857285	0.929394605926466	female
22.1679965467988	24.7425275526824	1.03173236898505	female
18.3737943866	27.5783069941276	0.384004974684767	female
39.2122172272724	28.4156230336012	1.32738567143198	female
26.5681552265339	28.5883055947147	0.0934137245325326	female
40.5936337050629	26.3713291100026	1.14528949541837	female
46.7785725195095	27.8810222644452	1.07258814689255	female
65.6332837708163	31.5147935073421	1.07960543666998	female
61.8163548337651	32.4722405106002	1.15636830895779	female
24.6804515002019	26.3589520983199	1.02608457211518	female
31.3685978503165	30.2863274681685	1.01104599513431	female
96.3942161955082	27.3366506743752	2.04657510671374	female
87.9581486706236	30.1049038373999	2.24932238448305	female
6.32681061155726	27.1747683645904	-0.0799595797310628	female
57.1340223667153	29.5645582416538	1.41274706872778	female
27.9954665631619	28.6075182704916	0.896486204503561	female
33.6362647921803	28.9416432037618	0.212135865286476	female
30.8496227529913	32.6013916578706	0.417083118152919	female
64.2451774693572	25.8730129814078	1.29815906365111	female
15.1202228104706	23.7412925542803	0.418339652088458	female
74.7033659487676	28.8656939340722	1.95071198845518	female
16.022081019193	28.1757608463451	0.206289779565478	female
12.3940105650257	30.1242363135779	-0.195410491436048	female
43.485970570551	27.4228621796288	1.09276371919567	female
47.6650565626059	29.1697949240003	1.30378971864425	female
152.561812748651	93.5291415395675	2.55468700798999	female
0.799521979990923	28.6607751602081	-0.968061444181751	female
44.5833513976048	29.2681598776403	0.966610209812384	female
72.7979592706388	30.0830587425821	2.04696092163959	female
53.2021024042234	29.1427477492136	1.17063903490922	female
41.4896969548674	24.7104132676813	1.30246692452004	female
9.24363108022341	27.6750753513156	-1.01127234984077	female
21.6937277877604	27.9922224617031	0.600448399495918	female
39.4176342330427	27.3545818876258	1.30840953600125	female
17.5888061261874	23.3774630742209	0.938039209181798	female
18.6511438534042	29.2782146996893	-0.0286580916601034	female
23.943162095736	27.1034860274082	1.10884669758777	female
51.3200335408271	28.0899191275288	1.70011867560601	female
51.4932249964283	30.4242331037936	0.96407559642496	female
38.8521049603035	29.9012916892295	1.19338440743094	female
47.4002637861174	29.8243783346933	1.08581320491962	female
30.2657523011479	29.0733187985705	0.127946621316884	female
34.201138885987	30.4911688053899	1.27337784202164	female
58.9234673493646	31.5103458560633	1.57127283045477	female
22.3081634466813	30.8542426486752	0.459176038946239	female
33.3159672265619	30.3912461406269	1.15967467919756	female
13.1349928484574	26.0798111833851	0.480951269544258	female
18.6613560724812	25.5990167182812	0.72808770289911	female
