Skip 	Inclusion 	 Expression	Sex
4.95992379821169	46.5252895266476	-0.980987097705693	male
0.740081460835218	26.8993381434788	-0.842080249035483	male
0.932913666767907	33.309566421437	-1.45092459505436	male
31.1085751286196	45.2020798418649	-0.449681404748173	male
4.30811916496333	24.1614235303315	-0.642572143093793	male
7.81980514963289	31.1546296256517	-1.36068718714632	male
0.611888251055289	26.8492964534621	-1.12273806173873	male
15.898679944461	34.6966920542207	-0.327868034931372	male
6.26748694260785	26.4525930789263	-0.497263157798308	male
1.04476060758026	30.1882653409338	-1.06965988678931	male
13.8297794368658	27.6375179845422	0.0717870393473374	male
9.15009664316257	24.2762289509521	0.22375424271084	male
11.2614168585178	31.9359562394496	-0.90945740657098	male
18.5963558439073	28.2849420699712	0.261555899569174	male
1.02866498140425	34.2144073700929	-1.22053239825682	male
0.788125670558099	29.8171521785862	-1.2396141851764	male
14.7104842960192	33.0685751700109	-0.152578601046921	male
5.32882003643175	33.0663916010526	-0.785633949359297	male
1.21010554170381	29.5839000023145	-0.000298795171781093	male
19.8250048052836	31.8392275588759	-0.0452545622220343	male
3.21324192719742	28.7227636132996	-0.997710625687212	male
3.87094337112311	26.7978336768769	-0.527343021189967	male
1.19023123211816	30.5615071071892	-1.19643802365016	male
14.8007512835861	29.2941040624163	-0.517779593532402	male
1.50284844492677	33.8642124737027	-1.2876409596795	male
1.24531008514502	34.9893297340243	-1.11184357727747	male
10.8490073591095	26.8521652405209	0.15329063899145	male
6.99084697783461	34.3019499402804	-0.914068401152205	male
1.00637928451176	32.2763760160918	-1.29827810372891	male
5.1837142369308	33.6164638964936	-1.23232367288399	male
15.1716719333024	28.7317976925785	-0.117873886041662	male
0.832133412467172	28.6885478090268	-0.0174165602376277	male
7.5096909865762	33.1650293755358	-0.243261801562393	male
11.5531613533109	30.0889329954968	-0.567812992662305	male
1.07019890026031	28.7949098406435	-0.399476453400079	male
12.3584651389468	31.9967503461703	-0.599620580726897	male
8.38855432940413	35.958709583422	-0.472847787270365	male
10.3045157159411	26.7357368245659	-0.766529544883415	male
4.35918997256592	31.4962244627499	-0.615604346464166	male
12.5331705801822	29.1444749323444	-0.594115508349286	male
1.21933677566769	29.1691176805578	-1.09952412997595	male
0.865504516485114	34.6947416249048	-0.773960749781368	male
16.557658717314	32.5000708408458	-0.327868034931372	male
4.0462137672078	25.7751204122	-0.865289825654825	male
11.687946433737	31.0876963849568	-0.985670137273663	male
7.29589228822333	26.3053863120003	-0.335004855841561	male
3.449411101283	27.3440264440342	-0.503006462296406	male
3.49973591171528	27.5657546197823	-1.23066266541071	male
11.8006993362592	26.4176239034405	-0.483672589981979	male
2.8980486942375	29.261411419517	-1.33807277876495	male
0.900781839484587	29.7909797858967	-1.27108940014233	male
1.20594181365726	32.1690994827935	-0.913573628270496	male
