num.nmd	num.transcripts	nmd.ids
21136	1	1	***
21137	0	4	
21138	0	0	
21139	1	1	***
21140	0	0	
21141	1	1	***
21142	0	0	
21143	0	0	
21144	0	0	
21145	0	0	
21146	1	1	***
21147	1	1	***
21148	0	2	
21149	0	0	
21150	1	1	***
21151	0	0	
21152	1	1	***
21153	0	0	
21154	4	4	************
21155	0	1	
21156	0	1	
21157	0	0	
21158	1	1	***
21159	0	0	
21160	0	0	
21161	0	0	
21162	0	0	
21163	0	0	
21164	0	1	
21165	0	1	
21166	1	1	***
21167	1	1	***
21168	2	2	******
21169	1	1	***
21170	1	1	***
21171	1	1	***
21172	1	1	***
21173	0	0	
21174	0	0	
21175	0	0	
21176	0	0	
21177	0	0	
21178	0	0	
21179	0	0	
21180	0	0	
21181	0	0	
21182	0	0	
21183	0	0	
21184	0	0	
21185	0	0	
21186	0	0	
21187	1	1	***
21188	0	0	
21189	0	0	
21190	0	0	
21191	0	1	
21192	0	1	
21193	0	1	
21194	1	1	***
21195	0	0	
21196	0	10	
21197	0	0	
21198	0	0	
21199	0	0	
21200	0	1	
21201	0	0	
21202	0	1	
21203	0	0	
21204	0	0	
21205	0	0	
21206	0	0	
21207	0	0	
21208	0	0	
21209	0	0	
21210	0	0	
21211	0	0	
21212	0	0	
21213	0	0	
21214	0	0	
21215	0	0	
21216	0	0	
21217	0	0	
21218	0	0	
21219	0	0	
21220	0	1	
21221	0	1	
21222	0	0	
21223	0	4	
21224	0	0	
21225	1	1	***
21226	0	1	
21227	0	0	
21228	0	0	
21229	0	0	
21230	0	5	
21231	1	1	***
21232	0	0	
21233	1	1	***
21234	0	0	
21235	0	0	
21236	0	0	
21237	0	3	
21238	0	2	
21239	0	4	
21240	0	2	
21241	1	1	***
21242	1	3	***
21243	0	1	
21244	0	0	
21245	0	0	
21246	1	1	***
21247	1	1	***
21248	0	8	
21249	0	0	
21250	1	1	***
21251	0	0	
21252	1	1	***
21253	0	0	
21254	0	1	
21255	0	1	
21256	0	0	
21257	0	0	
21258	0	4	
21259	0	1	
21260	0	6	
21261	0	2	
21262	0	6	
21263	0	1	
21264	0	0	
21265	0	0	
21266	0	0	
21267	0	0	
21268	0	0	
21269	0	2	
21270	0	1	
21271	0	1	
21272	0	0	
21273	1	1	***
21274	0	1	
21275	0	0	
21276	0	0	
21277	0	0	
21278	0	0	
21279	0	0	
21280	0	0	
21281	0	0	
21282	0	0	
21283	0	0	
21284	0	0	
21285	0	0	
21286	0	0	
21287	0	0	
21288	0	0	
21289	0	0	
21290	0	0	
21291	0	0	
21292	0	0	
21293	0	0	
21294	0	0	
21295	0	0	
21296	0	0	
21297	0	0	
21298	0	0	
21299	0	0	
21300	1	1	***
21301	0	2	
21302	0	0	
21303	1	1	***
21304	0	0	
21305	0	2	
21306	0	2	
21307	0	1	
21308	2	9	******
21309	0	3	
21310	0	1	
21311	0	4	
21312	0	4	
21313	2	5	******
21314	0	1	
21315	0	2	
21316	0	1	
21317	0	1	
21318	0	1	
21319	0	1	
21320	0	0	
21321	0	0	
21322	0	1	
21323	0	0	
21324	0	0	
21325	0	0	
21326	0	2	
21327	0	4	
21328	0	0	
21329	0	2	
21330	0	9	
21331	0	6	
21332	0	6	
21333	0	6	
21334	0	5	
21335	0	0	
21336	0	0	
21337	0	0	
21338	0	0	
21339	1	1	***
21340	1	1	***
21341	0	0	
21342	1	1	***
21343	0	0	
21344	0	0	
21345	0	0	
21346	1	1	***
21347	0	1	
21348	0	0	
21349	0	0	
21350	0	0	
21351	0	0	
21352	0	0	
21353	0	0	
21354	0	0	
21355	0	1	
21356	0	2	
21357	1	1	***
21358	0	0	
21359	0	0	
21360	0	0	
21361	0	0	
21362	0	0	
21363	0	0	
21364	0	0	
21365	0	0	
21366	0	0	
21367	0	0	
21368	0	0	
21369	0	1	
21370	0	1	
21371	0	6	
21372	0	0	
21373	0	0	
21374	0	1	
21375	0	1	
21376	0	1	
21377	0	5	
21378	0	3	
21379	0	0	
21380	0	1	
21381	0	2	
21382	0	5	
21383	0	0	
21384	1	1	***
21385	0	1	
21386	0	1	
21387	0	3	
21388	0	4	
21389	0	1	
21390	0	3	
21391	0	3	
21392	0	3	
21393	0	0	
21394	0	0	
21395	0	1	
21396	0	2	
21397	1	1	***
21398	1	1	***
21399	2	2	******
21400	1	1	***
21401	0	0	
21402	0	0	
21403	1	1	***
21404	0	0	
21405	0	0	
21406	1	1	***
21407	0	2	
21408	0	4	
21409	0	0	
21410	1	1	***
21411	0	0	
21412	2	4	******
21413	0	3	
21414	0	1	
21415	2	2	******
21416	2	2	******
21417	1	1	***
21418	0	1	
21419	1	1	***
21420	0	1	
21421	1	5	***
21422	0	1	
21423	0	0	
21424	0	0	
21425	0	4	
21426	1	1	***
21427	0	1	
21428	0	0	
21429	1	1	***
21430	0	0	
21431	0	0	
21432	0	7	
21433	0	1	
21434	0	1	
21435	0	2	
21436	0	0	
21437	0	2	
21438	0	2	
21439	0	0	
21440	0	0	
21441	0	0	
21442	1	1	***
21443	0	2	
21444	0	1	
21445	0	1	
21446	0	1	
21447	0	0	
21448	0	0	
21449	1	3	***
21450	0	0	
21451	1	1	***
21452	2	4	******
21453	0	1	
21454	0	0	
21455	0	2	
21456	0	0	
21457	0	0	
21458	1	1	***
21459	0	1	
21460	0	2	
21461	0	1	
21462	0	2	
21463	0	1	
21464	0	0	
21465	0	0	
21466	0	0	
21467	0	0	
21468	1	1	***
21469	0	0	
21470	0	0	
21471	0	0	
21472	0	2	
21473	1	1	***
21474	0	0	
21475	0	1	
21476	0	3	
21477	0	0	
21478	1	1	***
21479	1	1	***
21480	0	0	
21481	1	1	***
21482	0	0	
21483	0	0	
21484	0	4	
21485	0	0	
21486	0	0	
21487	0	0	
21488	3	3	*********
21489	1	1	***
21490	1	1	***
21491	0	0	
21492	0	0	
21493	1	1	***
21494	1	1	***
21495	1	1	***
21496	1	1	***
21497	1	1	***
21498	1	1	***
21499	1	1	***
21500	0	0	
21501	0	0	
21502	0	1	
21503	0	0	
21504	0	0	
21505	0	0	
21506	0	0	
21507	0	0	
21508	0	3	
21509	0	0	
21510	0	1	
21511	0	1	
21512	0	8	
21513	0	0	
21514	1	1	***
21515	2	2	******
21516	0	0	
21517	0	1	
21518	0	1	
21519	0	1	
21520	1	2	***
21521	0	1	
21522	0	0	
21523	0	4	
21524	0	1	
21525	0	0	
21526	0	1	
21527	0	2	
21528	0	3	
21529	0	1	
21530	0	1	
21531	0	0	
21532	0	0	
21533	1	1	***
21534	1	1	***
21535	2	2	******
21536	1	1	***
21537	1	1	***
21538	0	1	
21539	1	1	***
21540	1	1	***
21541	0	2	
21542	1	2	***
21543	0	1	
21544	0	3	
21545	0	2	
21546	1	1	***
21547	0	1	
21548	0	2	
21549	1	1	***
21550	0	1	
21551	0	0	
21552	0	0	
21553	0	4	
21554	0	5	
21555	0	2	
21556	0	0	
21557	0	0	
21558	1	1	***
21559	0	0	
21560	0	2	
21561	0	3	
21562	0	0	
21563	0	1	
21564	0	1	
21565	1	1	***
21566	0	0	
21567	1	3	***
21568	0	2	
21569	0	1	
21570	1	1	***
21571	0	1	
21572	1	1	***
21573	0	1	
21574	1	1	***
21575	1	2	***
21576	0	0	
21577	0	0	
21578	0	1	
21579	0	2	
21580	1	6	***
21581	0	0	
21582	0	0	
21583	0	0	
21584	0	0	
21585	0	0	
21586	0	2	
21587	1	1	***
21588	1	1	***
21589	0	0	
21590	0	2	
21591	0	0	
21592	0	0	
21593	0	0	
21594	0	0	
21595	0	0	
21596	1	1	***
21597	1	6	***
21598	0	1	
21599	0	0	
21600	0	0	
21601	1	1	***
21602	2	6	******
21603	0	0	
21604	0	0	
21605	0	0	
21606	0	0	
21607	0	6	
21608	0	1	
21609	0	1	
21610	1	1	***
21611	0	0	
21612	0	1	
21613	0	0	
21614	1	1	***
21615	0	1	
21616	1	1	***
21617	0	0	
21618	1	1	***
21619	1	1	***
21620	1	1	***
21621	0	5	
21622	0	1	
21623	0	0	
21624	0	0	
21625	0	0	
21626	0	6	
21627	0	7	
21628	0	0	
21629	0	1	
21630	0	7	
21631	1	1	***
21632	2	3	******
21633	0	2	
21634	2	3	******
21635	0	0	
21636	0	1	
21637	0	1	
21638	0	2	
21639	0	1	
21640	0	1	
21641	0	1	
21642	1	1	***
21643	0	0	
21644	0	0	
21645	0	3	
21646	0	0	
21647	0	0	
21648	0	1	
21649	0	1	
21650	0	8	
21651	0	0	
21652	0	0	
21653	0	0	
21654	0	0	
21655	0	0	
21656	0	0	
21657	0	0	
21658	0	0	
21659	0	2	
21660	0	0	
21661	0	3	
21662	0	3	
21663	0	0	
21664	0	1	
21665	0	0	
21666	0	3	
21667	1	1	***
21668	1	1	***
21669	0	1	
21670	0	0	
21671	0	0	
21672	1	1	***
21673	0	1	
21674	0	0	
21675	0	21	
21676	3	44	*********
21677	0	1	
21678	0	1	
21679	0	0	
21680	1	1	***
21681	3	3	*********
21682	1	1	***
21683	0	0	
21684	0	0	
21685	1	1	***
21686	0	3	
21687	0	1	
21688	1	1	***
21689	0	1	
21690	0	20	
21691	4	47	************
21692	0	0	
21693	1	1	***
21694	0	0	
21695	0	0	
21696	3	18	*********
21697	0	1	
21698	0	2	
21699	0	5	
21700	2	2	******
21701	0	7	
21702	0	1	
21703	0	4	
21704	0	4	
21705	1	1	***
21706	0	2	
21707	0	1	
21708	1	1	***
21709	1	1	***
21710	0	0	
21711	0	1	
21712	1	1	***
21713	0	0	
21714	0	0	
21715	1	1	***
21716	1	1	***
21717	0	3	
21718	2	8	******
21719	0	0	
21720	0	4	
21721	1	1	***
21722	1	1	***
21723	0	2	
21724	1	8	***
21725	1	8	***
21726	0	4	
21727	1	1	***
21728	0	0	
21729	0	2	
21730	0	1	
21731	0	0	
21732	1	1	***
21733	1	1	***
21734	1	1	***
21735	0	0	
21736	0	0	
21737	0	2	
21738	0	0	
21739	0	3	
21740	0	2	
21741	0	3	
21742	0	2	
21743	0	1	
21744	0	0	
21745	0	6	
21746	0	1	
21747	0	5	
21748	1	1	***
21749	0	3	
21750	0	1	
21751	1	1	***
21752	0	0	
21753	1	1	***
21754	0	0	
21755	0	3	
21756	0	0	
21757	0	0	
21758	0	0	
21759	1	2	***
21760	1	1	***
21761	0	0	
21762	0	0	
21763	1	1	***
21764	0	0	
21765	1	1	***
21766	0	1	
21767	1	1	***
21768	0	6	
21769	0	0	
21770	2	2	******
21771	0	2	
21772	1	1	***
21773	0	1	
21774	0	1	
21775	0	0	
21776	1	1	***
21777	1	1	***
21778	0	1	
21779	0	2	
21780	0	1	
21781	0	3	
21782	1	1	***
21783	1	1	***
21784	1	6	***
21785	1	1	***
21786	0	0	
21787	1	1	***
21788	1	5	***
21789	0	1	
21790	0	0	
21791	0	0	
21792	0	0	
21793	0	0	
21794	0	1	
21795	0	0	
21796	1	1	***
21797	0	0	
21798	0	0	
21799	2	6	******
21800	1	1	***
21801	2	2	******
21802	0	3	
21803	0	1	
21804	0	2	
21805	1	1	***
21806	0	0	
21807	1	1	***
21808	0	1	
21809	0	0	
21810	0	2	
21811	0	0	
21812	0	0	
21813	0	0	
21814	0	0	
21815	1	1	***
21816	0	0	
21817	0	2	
21818	0	1	
21819	0	1	
21820	0	0	
21821	0	1	
21822	0	4	
21823	0	1	
21824	1	1	***
21825	0	1	
21826	0	0	
21827	1	1	***
21828	0	1	
21829	0	0	
21830	0	1	
21831	1	1	***
21832	0	1	
21833	0	0	
21834	0	0	
21835	0	0	
21836	0	1	
21837	0	0	
21838	1	1	***
21839	1	1	***
21840	0	0	
21841	0	1	
21842	0	2	
21843	0	1	
21844	1	1	***
21845	0	0	
21846	0	4	
21847	0	4	
21848	1	1	***
21849	1	1	***
21850	0	1	
21851	0	1	
21852	1	1	***
21853	0	1	
21854	0	1	
21855	1	1	***
21856	1	1	***
21857	0	0	
21858	0	1	
21859	0	0	
21860	0	1	
21861	0	0	
21862	0	1	
21863	0	1	
21864	0	0	
21865	0	0	
21866	0	0	
21867	0	0	
21868	0	0	
21869	0	0	
21870	0	0	
21871	0	0	
21872	0	0	
21873	0	0	
21874	0	0	
21875	0	0	
21876	0	0	
21877	0	0	
21878	0	0	
21879	0	0	
21880	0	0	
21881	0	0	
21882	0	0	
21883	0	0	
21884	0	0	
21885	0	7	
21886	1	1	***
21887	0	3	
21888	0	1	
21889	0	3	
21890	0	0	
21891	0	3	
21892	0	2	
21893	1	1	***
21894	0	1	
21895	0	3	
21896	0	1	
21897	0	3	
21898	0	0	
21899	0	1	
21900	0	1	
21901	0	1	
21902	0	1	
21903	0	4	
21904	0	0	
21905	0	1	
21906	0	1	
21907	1	2	***
21908	0	1	
21909	2	2	******
21910	1	1	***
21911	0	0	
21912	0	1	
21913	1	11	***
21914	0	3	
21915	1	7	***
21916	0	1	
21917	3	6	*********
21918	1	8	***
21919	1	7	***
21920	0	7	
21921	0	7	
21922	0	1	
21923	0	7	
21924	0	8	
21925	3	7	*********
21926	3	6	*********
21927	0	1	
21928	0	1	
21929	2	3	******
21930	3	4	*********
21931	1	2	***
21932	0	0	
21933	0	2	
21934	1	1	***
21935	1	1	***
21936	0	1	
21937	0	1	
21938	0	0	
21939	0	2	
21940	0	2	
21941	0	0	
21942	1	1	***
21943	1	1	***
21944	0	3	
21945	0	3	
21946	0	0	
21947	1	1	***
21948	0	0	
21949	0	1	
21950	1	1	***
21951	0	0	
21952	0	1	
21953	0	0	
21954	0	0	
21955	0	5	
21956	1	1	***
21957	1	1	***
21958	1	1	***
21959	2	2	******
21960	1	1	***
21961	0	0	
21962	1	1	***
21963	1	1	***
21964	0	0	
21965	0	0	
21966	0	1	
21967	1	1	***
21968	0	0	
21969	1	1	***
21970	0	0	
21971	0	3	
21972	0	2	
21973	0	1	
21974	0	2	
21975	0	1	
21976	0	1	
21977	0	1	
21978	0	0	
21979	0	0	
21980	0	3	
21981	0	3	
21982	0	2	
21983	1	3	***
21984	1	3	***
21985	1	1	***
21986	0	1	
21987	0	1	
21988	0	0	
21989	1	1	***
21990	0	0	
21991	1	1	***
21992	0	2	
21993	0	5	
21994	0	0	
21995	0	1	
21996	0	0	
21997	1	10	***
21998	1	10	***
21999	0	0	
22000	0	0	
22001	1	1	***
22002	1	10	***
22003	2	11	******
22004	1	1	***
22005	0	0	
22006	0	1	
22007	0	1	
22008	0	1	
22009	0	1	
22010	0	0	
22011	0	1	
22012	0	0	
22013	0	1	
22014	0	0	
22015	0	0	
22016	1	4	***
22017	0	0	
22018	0	4	
22019	0	3	
22020	0	1	
22021	0	10	
22022	1	1	***
22023	1	1	***
22024	1	1	***
22025	0	6	
22026	0	2	
22027	0	10	
22028	0	1	
22029	0	0	
22030	0	0	
22031	0	0	
22032	0	0	
22033	0	1	
22034	0	0	
22035	0	0	
22036	0	0	
22037	0	0	
22038	1	1	***
22039	1	1	***
22040	1	1	***
22041	0	0	
22042	0	0	
22043	0	1	
22044	1	1	***
22045	0	1	
22046	0	1	
22047	0	4	
22048	0	0	
22049	0	1	
22050	0	0	
22051	0	1	
22052	0	0	
22053	1	1	***
22054	1	1	***
22055	1	1	***
22056	3	8	*********
22057	1	1	***
22058	0	0	
22059	2	2	******
22060	0	0	
22061	1	1	***
22062	0	1	
22063	1	4	***
22064	0	0	
22065	0	0	
22066	0	0	
22067	1	1	***
22068	2	2	******
22069	0	0	
22070	0	0	
22071	0	1	
22072	0	7	
22073	0	7	
22074	1	7	***
22075	0	6	
22076	0	1	
22077	0	0	
22078	0	0	
22079	0	3	
22080	0	6	
22081	0	2	
22082	0	2	
22083	0	1	
22084	0	1	
22085	0	0	
22086	1	1	***
22087	0	1	
22088	0	3	
22089	0	0	
22090	0	1	
22091	0	1	
22092	0	2	
22093	0	0	
22094	0	0	
22095	1	3	***
22096	1	1	***
22097	0	2	
22098	0	1	
22099	0	1	
22100	0	1	
22101	0	1	
22102	0	1	
22103	1	1	***
22104	1	1	***
22105	0	0	
22106	0	1	
22107	0	1	
22108	0	0	
22109	0	8	
22110	0	1	
22111	1	1	***
22112	0	2	
22113	0	2	
22114	0	1	
22115	0	0	
22116	3	3	*********
22117	4	6	************
22118	1	1	***
22119	3	4	*********
22120	1	1	***
22121	0	3	
22122	1	3	***
22123	0	0	
22124	0	0	
22125	0	0	
22126	0	1	
22127	0	2	
22128	0	1	
22129	1	6	***
22130	1	1	***
22131	1	1	***
22132	1	3	***
22133	1	2	***
22134	0	2	
22135	2	3	******
22136	1	1	***
22137	0	1	
22138	1	1	***
22139	1	1	***
22140	1	1	***
22141	1	1	***
22142	0	0	
22143	0	2	
22144	0	0	
22145	0	2	
22146	1	1	***
22147	0	2	
22148	0	0	
22149	0	0	
22150	0	0	
22151	0	1	
22152	1	1	***
22153	0	1	
22154	0	0	
22155	0	1	
22156	0	0	
22157	0	1	
22158	0	1	
22159	0	4	
22160	0	2	
22161	0	0	
22162	0	4	
22163	0	5	
22164	0	4	
22165	0	5	
22166	3	3	*********
22167	0	2	
22168	0	0	
22169	0	6	
22170	0	1	
22171	0	2	
22172	0	1	
22173	0	1	
22174	0	0	
22175	0	1	
22176	0	1	
22177	0	0	
22178	1	3	***
22179	1	1	***
22180	0	3	
22181	0	1	
22182	0	0	
22183	1	3	***
22184	1	1	***
22185	0	5	
22186	0	13	
22187	1	1	***
22188	3	3	*********
22189	1	1	***
22190	0	0	
22191	0	0	
22192	1	1	***
22193	0	10	
22194	1	1	***
22195	1	1	***
22196	0	1	
22197	0	0	
22198	0	0	
22199	0	1	
22200	1	5	***
22201	1	1	***
22202	1	5	***
22203	1	1	***
22204	0	0	
22205	1	1	***
22206	0	0	
22207	0	0	
22208	0	0	
22209	0	0	
22210	0	0	
22211	0	1	
22212	0	0	
22213	0	0	
22214	0	0	
22215	0	1	
22216	0	5	
22217	0	1	
22218	1	1	***
22219	0	0	
22220	0	0	
22221	0	1	
22222	0	2	
22223	0	1	
22224	0	0	
22225	0	1	
22226	0	1	
22227	0	2	
22228	0	1	
22229	0	1	
22230	0	4	
22231	0	1	
22232	0	3	
22233	0	2	
22234	0	0	
22235	1	1	***
22236	0	0	
22237	0	2	
22238	0	1	
22239	1	1	***
22240	0	0	
22241	1	1	***
22242	1	1	***
22243	0	0	
22244	0	1	
22245	1	8	***
22246	0	0	
22247	1	1	***
22248	0	1	
22249	0	0	
22250	0	0	
22251	0	0	
22252	0	1	
22253	0	1	
22254	0	1	
22255	1	1	***
22256	0	1	
22257	0	2	
22258	0	0	
22259	0	0	
22260	0	2	
22261	0	0	
22262	0	1	
22263	0	1	
22264	1	1	***
22265	0	6	
22266	1	1	***
22267	1	1	***
22268	0	0	
22269	0	0	
22270	0	1	
22271	1	1	***
22272	1	1	***
22273	0	4	
22274	0	0	
22275	1	1	***
22276	0	0	
22277	1	1	***
22278	0	0	
22279	0	1	
22280	1	1	***
22281	0	0	
22282	0	4	
22283	0	1	
22284	0	0	
22285	0	0	
22286	0	0	
22287	0	2	
22288	0	2	
22289	1	2	***
22290	3	5	*********
22291	2	6	******
22292	1	3	***
22293	0	0	
22294	1	1	***
22295	0	0	
22296	0	0	
22297	0	0	
22298	0	1	
22299	0	0	
22300	0	0	
22301	0	1	
22302	0	0	
22303	0	0	
22304	0	0	
22305	1	1	***
22306	0	0	
22307	0	0	
22308	1	1	***
22309	0	7	
22310	0	0	
22311	0	0	
22312	0	0	
22313	1	1	***
22314	1	1	***
22315	0	0	
22316	0	1	
22317	0	3	
22318	0	1	
22319	0	1	
22320	0	0	
22321	1	1	***
22322	0	3	
22323	0	0	
22324	0	0	
22325	0	1	
22326	0	0	
22327	0	3	
22328	0	1	
22329	0	0	
22330	1	1	***
22331	1	1	***
22332	0	0	
22333	1	1	***
22334	0	3	
22335	0	1	
22336	0	1	
22337	0	0	
22338	0	0	
22339	0	0	
22340	0	2	
22341	0	0	
22342	0	0	
22343	0	0	
22344	1	1	***
22345	0	0	
22346	0	0	
22347	0	1	
22348	0	0	
22349	0	0	
22350	0	0	
22351	1	1	***
22352	0	0	
22353	0	0	
22354	0	1	
22355	0	0	
22356	0	0	
22357	0	0	
22358	0	0	
22359	0	0	
22360	0	1	
22361	0	1	
22362	0	3	
22363	0	10	
22364	0	7	
22365	0	2	
22366	0	12	
22367	0	2	
22368	0	7	
22369	0	0	
22370	0	0	
22371	0	0	
22372	0	0	
22373	0	0	
22374	0	1	
22375	0	1	
22376	0	1	
22377	0	2	
22378	0	0	
22379	0	3	
22380	0	1	
22381	0	1	
22382	1	1	***
22383	0	0	
22384	0	6	
22385	1	8	***
22386	0	1	
22387	0	0	
22388	0	1	
22389	0	1	
22390	0	0	
22391	0	1	
22392	0	1	
22393	0	1	
22394	0	0	
22395	1	1	***
22396	0	1	
22397	3	20	*********
22398	1	1	***
22399	1	1	***
22400	2	2	******
22401	1	1	***
22402	0	0	
22403	0	0	
22404	1	1	***
22405	0	1	
22406	0	0	
22407	1	3	***
22408	0	0	
22409	1	1	***
22410	1	2	***
22411	2	4	******
22412	0	0	
22413	1	1	***
22414	1	1	***
22415	0	1	
22416	1	2	***
22417	0	1	
22418	1	1	***
22419	1	3	***
22420	0	1	
22421	0	1	
22422	0	0	
22423	0	1	
22424	0	1	
22425	0	0	
22426	0	2	
22427	1	1	***
22428	1	1	***
22429	0	1	
22430	0	1	
22431	0	0	
22432	0	0	
22433	0	6	
22434	0	1	
22435	0	1	
22436	0	3	
22437	0	1	
22438	0	2	
22439	0	5	
22440	0	1	
22441	0	1	
22442	0	1	
22443	0	0	
22444	1	1	***
22445	1	1	***
22446	1	1	***
22447	1	1	***
22448	0	1	
22449	0	1	
22450	0	5	
22451	0	0	
22452	0	1	
22453	0	1	
22454	0	2	
22455	0	0	
22456	0	0	
22457	3	5	*********
22458	0	0	
22459	3	9	*********
22460	0	0	
22461	4	6	************
22462	4	7	************
22463	0	0	
22464	4	4	************
22465	1	7	***
22466	0	0	
22467	1	1	***
22468	0	0	
22469	1	1	***
22470	0	0	
22471	0	1	
22472	0	0	
22473	0	2	
22474	0	0	
22475	0	0	
22476	0	1	
22477	0	0	
22478	0	0	
22479	0	0	
22480	0	0	
22481	0	0	
22482	0	0	
22483	0	0	
22484	0	0	
22485	0	0	
22486	0	0	
22487	0	0	
22488	0	0	
22489	0	0	
22490	1	4	***
22491	3	6	*********
22492	2	7	******
22493	3	6	*********
22494	1	1	***
22495	2	2	******
22496	0	1	
22497	0	3	
22498	0	1	
22499	0	0	
22500	0	1	
22501	1	1	***
22502	2	2	******
22503	0	0	
22504	1	1	***
22505	0	1	
22506	0	1	
22507	0	0	
22508	0	0	
22509	0	0	
22510	0	0	
22511	1	1	***
22512	0	0	
22513	0	0	
22514	0	0	
22515	1	1	***
22516	0	0	
22517	0	0	
22518	0	0	
22519	0	0	
22520	0	0	
22521	0	0	
22522	0	2	
22523	0	0	
22524	0	2	
22525	1	1	***
22526	1	4	***
22527	0	1	
22528	1	4	***
22529	0	0	
22530	0	0	
22531	0	0	
22532	0	0	
22533	0	0	
22534	0	2	
22535	0	0	
22536	0	1	
22537	0	0	
22538	0	0	
22539	0	0	
22540	0	1	
22541	0	0	
22542	0	0	
22543	0	0	
22544	0	5	
22545	0	5	
22546	0	5	
22547	0	5	
22548	0	5	
22549	0	2	
22550	0	0	
22551	0	0	
22552	0	0	
22553	1	1	***
22554	0	2	
22555	0	0	
22556	0	1	
22557	1	1	***
22558	1	2	***
22559	1	1	***
22560	0	0	
22561	1	1	***
22562	1	1	***
22563	1	1	***
22564	0	21	
22565	0	0	
22566	0	0	
22567	0	8	
22568	1	26	***
22569	0	0	
22570	0	8	
22571	0	9	
22572	0	2	
22573	0	9	
22574	0	1	
22575	1	1	***
22576	0	1	
22577	0	1	
22578	1	1	***
22579	0	7	
22580	0	1	
22581	0	2	
22582	0	0	
22583	0	0	
22584	0	9	
22585	0	1	
22586	1	1	***
22587	2	2	******
22588	0	0	
22589	0	1	
22590	0	3	
22591	0	0	
22592	0	0	
22593	0	2	
22594	0	1	
22595	0	1	
22596	0	3	
22597	0	1	
22598	0	1	
22599	0	0	
22600	0	11	
22601	0	9	
22602	0	0	
22603	1	1	***
22604	0	0	
22605	0	1	
22606	1	1	***
22607	0	2	
22608	0	2	
22609	0	1	
22610	0	1	
22611	1	1	***
22612	0	1	
22613	1	1	***
22614	0	0	
22615	0	2	
22616	0	1	
22617	0	1	
22618	0	2	
22619	0	0	
22620	1	1	***
22621	0	1	
22622	1	1	***
22623	0	3	
22624	0	1	
22625	0	2	
22626	0	1	
22627	0	1	
22628	0	0	
22629	0	0	
22630	0	0	
22631	0	0	
22632	1	1	***
22633	0	1	
22634	0	1	
22635	0	0	
22636	0	6	
22637	0	0	
22638	0	4	
22639	0	1	
22640	0	0	
22641	0	0	
22642	0	0	
22643	0	3	
22644	1	1	***
22645	0	1	
22646	0	1	
22647	0	0	
22648	1	1	***
22649	1	1	***
22650	0	0	
22651	0	1	
22652	0	0	
22653	0	0	
22654	0	0	
22655	0	0	
22656	0	1	
22657	0	0	
22658	0	0	
22659	0	0	
22660	0	0	
22661	0	1	
22662	0	0	
22663	0	1	
22664	0	1	
22665	0	0	
22666	1	1	***
22667	0	4	
22668	0	0	
22669	0	1	
22670	0	2	
22671	2	2	******
22672	0	0	
22673	0	2	
22674	0	0	
22675	0	0	
22676	0	2	
22677	0	0	
22678	0	0	
22679	0	0	
22680	0	0	
22681	0	0	
22682	0	0	
22683	0	0	
22684	0	0	
22685	0	0	
22686	0	0	
22687	0	0	
22688	0	0	
22689	0	0	
22690	0	0	
22691	0	0	
22692	0	0	
22693	0	0	
22694	0	0	
22695	0	1	
22696	0	2	
22697	0	1	
22698	1	1	***
22699	1	1	***
22700	0	1	
22701	0	0	
22702	0	1	
22703	1	1	***
22704	4	8	************
22705	1	1	***
22706	0	4	
22707	0	2	
22708	1	1	***
22709	2	3	******
22710	0	0	
22711	1	1	***
22712	1	1	***
22713	1	1	***
22714	0	0	
22715	1	1	***
22716	0	0	
22717	0	1	
22718	1	1	***
22719	0	1	
22720	0	1	
22721	0	0	
22722	0	1	
22723	0	0	
22724	0	1	
22725	2	8	******
22726	0	1	
22727	0	4	
22728	0	1	
22729	1	1	***
22730	0	1	
22731	0	1	
22732	0	0	
22733	0	0	
22734	0	0	
22735	0	0	
22736	0	0	
22737	0	1	
22738	1	1	***
22739	0	1	
22740	0	0	
22741	0	1	
22742	0	0	
22743	0	1	
22744	0	0	
22745	0	5	
22746	0	0	
22747	1	1	***
22748	6	19	******************
22749	0	15	
22750	0	21	
22751	2	15	******
22752	1	18	***
22753	0	1	
22754	0	1	
22755	0	1	
22756	0	0	
22757	1	1	***
22758	0	1	
22759	1	1	***
22760	1	16	***
22761	1	17	***
22762	1	22	***
22763	1	17	***
22764	1	20	***
22765	0	23	
22766	0	28	
22767	1	1	***
22768	1	1	***
22769	5	17	***************
22770	1	1	***
22771	0	1	
22772	0	3	
22773	2	2	******
22774	0	1	
22775	1	1	***
22776	0	1	
22777	1	3	***
22778	0	1	
22779	1	1	***
22780	0	1	
22781	0	1	
22782	0	7	
22783	0	1	
22784	1	1	***
22785	1	10	***
22786	0	9	
22787	0	7	
22788	2	2	******
22789	0	0	
22790	0	0	
22791	1	1	***
22792	0	7	
22793	1	8	***
22794	0	1	
22795	0	0	
22796	1	1	***
22797	2	2	******
22798	1	3	***
22799	1	1	***
22800	0	0	
22801	0	0	
22802	1	1	***
22803	0	0	
22804	0	0	
22805	0	0	
22806	0	0	
22807	0	0	
22808	1	1	***
22809	0	0	
22810	1	1	***
22811	0	0	
22812	1	1	***
22813	1	1	***
22814	0	2	
22815	2	2	******
22816	0	0	
22817	1	1	***
22818	0	0	
22819	1	1	***
22820	0	0	
22821	0	0	
22822	0	0	
22823	0	4	
22824	0	8	
22825	0	4	
22826	0	4	
