num.nmd	num.transcripts	nmd.ids
11057	1	1	***
11058	0	4	
11059	0	5	
11060	3	3	*********
11061	1	2	***
11062	1	3	***
11063	1	7	***
11064	1	7	***
11065	6	6	******************
11066	0	2	
11067	1	6	***
11068	0	1	
11069	0	0	
11070	0	1	
11071	0	0	
11072	1	1	***
11073	1	1	***
11074	1	1	***
11075	1	1	***
11076	0	0	
11077	0	0	
11078	1	1	***
11079	0	0	
11080	0	1	
11081	0	1	
11082	0	3	
11083	0	1	
11084	1	1	***
11085	0	0	
11086	0	0	
11087	0	4	
11088	4	4	************
11089	1	1	***
11090	0	2	
11091	0	2	
11092	0	1	
11093	1	2	***
11094	1	1	***
11095	0	2	
11096	0	0	
11097	0	0	
11098	0	3	
11099	0	3	
11100	0	0	
11101	0	0	
11102	0	3	
11103	0	1	
11104	0	1	
11105	0	0	
11106	0	0	
11107	0	2	
11108	0	0	
11109	0	0	
11110	0	0	
11111	0	0	
11112	0	0	
11113	0	0	
11114	0	0	
11115	0	0	
11116	0	0	
11117	0	10	
11118	1	1	***
11119	1	1	***
11120	4	4	************
11121	5	5	***************
11122	4	4	************
11123	4	4	************
11124	6	6	******************
11125	0	5	
11126	2	13	******
11127	0	0	
11128	1	1	***
11129	1	1	***
11130	0	0	
11131	0	0	
11132	0	0	
11133	0	0	
11134	0	0	
11135	1	2	***
11136	0	0	
11137	0	0	
11138	0	0	
11139	0	0	
11140	0	1	
11141	0	1	
11142	1	1	***
11143	0	2	
11144	1	6	***
11145	0	0	
11146	0	1	
11147	0	0	
11148	0	0	
11149	0	0	
11150	0	0	
11151	0	0	
11152	0	1	
11153	0	0	
11154	0	0	
11155	0	0	
11156	0	1	
11157	0	1	
11158	0	2	
11159	1	1	***
11160	0	0	
11161	0	1	
11162	1	1	***
11163	0	1	
11164	0	1	
11165	0	1	
11166	1	1	***
11167	1	1	***
11168	0	1	
11169	1	1	***
11170	0	0	
11171	0	0	
11172	0	1	
11173	1	1	***
11174	1	1	***
11175	1	1	***
11176	0	0	
11177	0	4	
11178	1	1	***
11179	1	1	***
11180	1	1	***
11181	1	1	***
11182	0	11	
11183	0	10	
11184	1	1	***
11185	1	1	***
11186	1	1	***
11187	1	1	***
11188	0	0	
11189	0	9	
11190	1	10	***
11191	0	1	
11192	0	1	
11193	2	2	******
11194	1	1	***
11195	1	1	***
11196	1	1	***
11197	1	1	***
11198	0	0	
11199	0	2	
11200	0	1	
11201	0	3	
11202	0	2	
11203	0	1	
11204	0	1	
11205	0	0	
11206	0	3	
11207	1	1	***
11208	0	2	
11209	0	3	
11210	0	0	
11211	0	0	
11212	0	1	
11213	0	0	
11214	1	2	***
11215	0	1	
11216	0	4	
11217	0	5	
11218	0	1	
11219	0	4	
11220	0	5	
11221	0	0	
11222	0	1	
11223	0	1	
11224	1	2	***
11225	1	1	***
11226	1	1	***
11227	1	2	***
11228	1	1	***
11229	1	1	***
11230	1	1	***
11231	0	2	
11232	0	6	
11233	0	1	
11234	0	0	
11235	0	1	
11236	0	0	
11237	0	0	
11238	0	1	
11239	1	1	***
11240	0	1	
11241	0	0	
11242	1	1	***
11243	4	4	************
11244	1	1	***
11245	1	1	***
11246	1	1	***
11247	0	3	
11248	0	0	
11249	0	0	
11250	1	1	***
11251	0	0	
11252	1	1	***
11253	0	0	
11254	1	1	***
11255	0	5	
11256	2	2	******
11257	0	0	
11258	0	0	
11259	0	0	
11260	0	3	
11261	0	0	
11262	0	1	
11263	0	0	
11264	1	1	***
11265	0	0	
11266	1	1	***
11267	0	2	
11268	0	3	
11269	0	0	
11270	1	1	***
11271	1	1	***
11272	0	1	
11273	0	1	
11274	0	0	
11275	0	1	
11276	0	0	
11277	0	1	
11278	1	2	***
11279	1	6	***
11280	0	1	
11281	1	8	***
11282	0	2	
11283	1	1	***
11284	0	0	
11285	0	1	
11286	3	3	*********
11287	1	1	***
11288	0	0	
11289	0	1	
11290	0	0	
11291	0	1	
11292	0	0	
11293	1	1	***
11294	0	0	
11295	1	1	***
11296	1	1	***
11297	1	1	***
11298	0	2	
11299	0	1	
11300	0	1	
11301	0	0	
11302	4	12	************
11303	3	13	*********
11304	1	1	***
11305	1	1	***
11306	1	1	***
11307	0	0	
11308	1	1	***
11309	0	1	
11310	0	9	
11311	0	1	
11312	2	2	******
11313	1	1	***
11314	0	0	
11315	0	0	
11316	0	0	
11317	0	1	
11318	0	0	
11319	0	3	
11320	0	1	
11321	0	0	
11322	0	0	
11323	0	1	
11324	2	4	******
11325	1	1	***
11326	0	1	
11327	0	4	
11328	0	1	
11329	1	1	***
11330	0	1	
11331	0	0	
11332	1	2	***
11333	0	0	
11334	0	0	
11335	0	1	
11336	0	0	
11337	0	2	
11338	0	1	
11339	0	1	
11340	0	0	
11341	0	2	
11342	0	1	
11343	0	0	
11344	0	2	
11345	0	0	
11346	1	1	***
11347	0	2	
11348	0	3	
11349	1	1	***
11350	1	1	***
11351	0	0	
11352	0	1	
11353	0	0	
11354	0	0	
11355	0	0	
11356	1	1	***
11357	0	1	
11358	0	0	
11359	1	1	***
11360	0	0	
11361	0	1	
11362	1	1	***
11363	0	4	
11364	1	1	***
11365	0	1	
11366	0	0	
11367	0	0	
11368	1	1	***
11369	0	1	
11370	0	0	
11371	0	0	
11372	0	0	
11373	0	0	
11374	0	0	
11375	0	0	
11376	0	0	
11377	1	1	***
11378	0	2	
11379	0	0	
11380	0	1	
11381	0	1	
11382	0	9	
11383	0	8	
11384	0	0	
11385	1	8	***
11386	0	9	
11387	1	1	***
11388	0	1	
11389	2	10	******
11390	0	0	
11391	0	0	
11392	0	1	
11393	0	2	
11394	0	5	
11395	0	3	
11396	1	1	***
11397	0	4	
11398	1	1	***
11399	1	1	***
11400	1	1	***
11401	0	1	
11402	0	1	
11403	0	1	
11404	0	1	
11405	1	5	***
11406	0	4	
11407	0	1	
11408	0	1	
11409	0	0	
11410	0	1	
11411	0	2	
11412	0	0	
11413	0	0	
11414	0	0	
11415	0	0	
11416	0	1	
11417	0	0	
11418	0	1	
11419	1	2	***
11420	0	0	
11421	0	1	
11422	1	2	***
11423	0	0	
11424	0	1	
11425	1	1	***
11426	0	0	
11427	0	0	
11428	0	3	
11429	0	2	
11430	0	0	
11431	1	1	***
11432	0	0	
11433	0	1	
11434	0	0	
11435	0	3	
11436	1	1	***
11437	1	1	***
11438	1	1	***
11439	0	0	
11440	0	0	
11441	0	0	
11442	0	0	
11443	0	0	
11444	0	0	
11445	0	0	
11446	0	2	
11447	1	1	***
11448	0	0	
11449	0	1	
11450	1	1	***
11451	0	0	
11452	0	1	
11453	1	4	***
11454	0	0	
11455	0	1	
11456	0	1	
11457	0	1	
11458	1	1	***
11459	1	1	***
11460	0	0	
11461	1	1	***
11462	0	0	
11463	0	1	
11464	0	8	
11465	0	9	
11466	0	8	
11467	0	0	
11468	0	5	
11469	0	1	
11470	0	6	
11471	0	10	
11472	0	7	
11473	0	8	
11474	0	0	
11475	0	4	
11476	0	0	
11477	0	5	
11478	0	0	
11479	0	0	
11480	0	2	
11481	0	0	
11482	1	1	***
11483	1	1	***
11484	0	2	
11485	0	1	
11486	0	1	
11487	0	1	
11488	0	1	
11489	0	1	
11490	0	1	
11491	0	1	
11492	0	0	
11493	0	2	
11494	0	1	
11495	0	1	
11496	0	1	
11497	1	1	***
11498	1	7	***
11499	0	2	
11500	0	3	
11501	1	1	***
11502	0	0	
11503	1	5	***
11504	0	3	
11505	0	0	
11506	0	1	
11507	0	0	
11508	0	0	
11509	0	0	
11510	0	0	
11511	1	1	***
11512	0	4	
11513	0	4	
11514	0	4	
11515	0	1	
11516	0	1	
11517	0	1	
11518	0	0	
11519	0	8	
11520	0	3	
11521	0	8	
11522	0	9	
11523	1	9	***
11524	0	10	
11525	0	3	
11526	0	4	
11527	0	0	
11528	1	6	***
11529	0	2	
11530	0	0	
11531	0	0	
11532	0	0	
11533	0	3	
11534	1	1	***
11535	0	4	
11536	0	2	
11537	1	1	***
11538	0	4	
11539	0	1	
11540	1	1	***
11541	0	0	
11542	0	3	
11543	0	1	
11544	0	0	
11545	0	0	
11546	1	1	***
11547	0	1	
11548	0	1	
11549	0	4	
11550	0	0	
11551	1	1	***
11552	0	4	
11553	0	1	
11554	1	1	***
11555	0	1	
11556	1	1	***
11557	1	1	***
11558	0	0	
11559	0	0	
11560	1	1	***
11561	0	0	
11562	0	1	
11563	0	1	
11564	0	0	
11565	0	1	
11566	0	3	
11567	1	1	***
11568	0	1	
11569	0	0	
11570	0	0	
11571	0	0	
11572	1	1	***
11573	2	2	******
11574	5	5	***************
11575	0	2	
11576	0	1	
11577	0	1	
11578	0	1	
11579	0	1	
11580	0	0	
11581	0	0	
11582	0	0	
11583	0	0	
11584	0	0	
11585	0	0	
11586	0	1	
11587	0	0	
11588	1	5	***
11589	0	3	
11590	1	1	***
11591	0	0	
11592	0	1	
11593	0	1	
11594	0	2	
11595	0	1	
11596	0	5	
11597	0	0	
11598	0	4	
11599	0	1	
11600	0	1	
11601	0	0	
11602	0	0	
11603	1	1	***
11604	0	0	
11605	0	1	
11606	0	8	
11607	0	1	
11608	0	0	
11609	0	0	
11610	0	2	
11611	0	1	
11612	0	6	
11613	0	0	
11614	0	0	
11615	0	0	
11616	0	0	
11617	0	3	
11618	0	1	
11619	0	0	
11620	0	0	
11621	0	1	
11622	0	0	
11623	0	0	
11624	0	3	
11625	0	3	
11626	0	0	
11627	0	0	
11628	0	0	
11629	0	0	
11630	0	0	
11631	0	1	
11632	0	3	
11633	0	1	
11634	0	0	
11635	0	0	
11636	1	1	***
11637	0	0	
11638	0	1	
11639	3	6	*********
11640	1	2	***
11641	0	0	
11642	1	1	***
11643	0	0	
11644	0	1	
11645	0	1	
11646	0	0	
11647	0	1	
11648	0	2	
11649	0	6	
11650	1	1	***
11651	1	1	***
11652	0	1	
11653	1	1	***
11654	0	0	
11655	0	2	
11656	0	0	
11657	0	0	
11658	0	0	
11659	0	0	
11660	0	0	
11661	0	0	
11662	0	0	
11663	0	0	
11664	0	0	
11665	0	0	
11666	0	1	
11667	1	1	***
11668	1	1	***
11669	0	0	
11670	0	2	
11671	0	1	
11672	0	1	
11673	0	2	
11674	0	2	
11675	0	1	
11676	1	1	***
11677	3	3	*********
11678	0	1	
11679	0	0	
11680	0	0	
11681	1	1	***
11682	0	0	
11683	0	0	
11684	0	0	
11685	1	1	***
11686	0	1	
11687	0	0	
11688	1	1	***
11689	2	2	******
11690	0	1	
11691	0	0	
11692	0	0	
11693	0	0	
11694	0	0	
11695	0	0	
11696	0	1	
11697	0	1	
11698	0	0	
11699	1	1	***
11700	0	0	
11701	1	4	***
11702	1	4	***
11703	2	2	******
11704	0	0	
11705	1	1	***
11706	1	1	***
11707	3	8	*********
11708	0	0	
11709	0	0	
11710	0	0	
11711	0	1	
11712	0	1	
11713	0	1	
11714	0	2	
11715	0	1	
11716	0	1	
11717	0	0	
11718	0	3	
11719	0	2	
11720	1	1	***
11721	0	0	
11722	0	2	
11723	0	1	
11724	0	1	
11725	0	0	
11726	1	1	***
11727	0	1	
11728	0	1	
11729	0	1	
11730	0	3	
11731	1	1	***
11732	0	1	
11733	1	1	***
11734	0	0	
11735	1	1	***
11736	1	1	***
11737	0	4	
11738	0	2	
11739	1	1	***
11740	0	0	
11741	0	0	
11742	2	2	******
11743	2	2	******
11744	1	4	***
11745	0	0	
11746	0	0	
11747	0	10	
11748	0	4	
11749	0	3	
11750	0	9	
11751	1	1	***
11752	0	1	
11753	0	4	
11754	0	1	
11755	0	0	
11756	0	0	
11757	0	0	
11758	0	0	
11759	0	0	
11760	0	0	
11761	0	1	
11762	0	9	
11763	0	1	
11764	1	1	***
11765	2	2	******
11766	1	1	***
11767	0	1	
11768	0	1	
11769	0	1	
11770	1	1	***
11771	1	1	***
11772	1	1	***
11773	1	3	***
11774	1	1	***
11775	1	3	***
11776	0	0	
11777	0	0	
11778	0	0	
11779	0	0	
11780	0	0	
11781	0	0	
11782	0	0	
11783	0	0	
11784	0	0	
11785	1	1	***
11786	0	3	
11787	0	2	
11788	0	2	
11789	0	1	
11790	0	2	
11791	0	3	
11792	1	1	***
11793	0	1	
11794	1	4	***
11795	0	1	
11796	0	3	
11797	1	1	***
11798	1	1	***
11799	1	1	***
11800	0	1	
11801	0	5	
11802	0	1	
11803	1	1	***
11804	1	1	***
11805	0	1	
11806	0	1	
11807	1	1	***
11808	0	2	
11809	1	1	***
11810	0	1	
11811	0	1	
11812	0	1	
11813	0	0	
11814	0	0	
11815	0	0	
11816	0	0	
11817	0	0	
11818	0	0	
11819	0	0	
11820	2	2	******
11821	0	0	
11822	0	1	
11823	0	0	
11824	1	1	***
11825	0	1	
11826	1	1	***
11827	0	0	
11828	0	1	
11829	0	1	
11830	0	3	
11831	0	0	
11832	0	1	
11833	0	1	
11834	0	1	
11835	0	1	
11836	0	3	
11837	0	1	
11838	0	0	
11839	0	1	
11840	0	2	
11841	0	1	
11842	0	2	
11843	0	0	
11844	0	0	
11845	0	1	
11846	0	2	
11847	0	0	
11848	0	3	
11849	0	0	
11850	0	0	
11851	0	0	
11852	1	1	***
11853	0	0	
11854	1	1	***
11855	1	1	***
11856	0	0	
11857	0	1	
11858	0	1	
11859	0	1	
11860	0	0	
11861	1	1	***
11862	0	1	
11863	1	1	***
11864	0	6	
11865	1	1	***
11866	0	3	
11867	1	1	***
11868	0	0	
11869	0	0	
11870	0	0	
11871	0	0	
11872	0	0	
11873	0	0	
11874	0	0	
11875	0	1	
11876	0	1	
11877	0	2	
11878	0	1	
11879	0	0	
11880	1	1	***
11881	0	1	
11882	0	1	
11883	0	4	
11884	0	1	
11885	0	1	
11886	0	0	
11887	0	0	
11888	1	1	***
11889	1	1	***
11890	1	1	***
11891	0	1	
11892	0	2	
11893	1	1	***
11894	0	2	
11895	0	0	
11896	0	1	
11897	1	2	***
11898	1	4	***
11899	0	2	
11900	0	2	
11901	0	0	
11902	0	0	
11903	0	0	
11904	0	0	
11905	0	0	
11906	0	0	
11907	0	0	
11908	0	0	
11909	0	1	
11910	0	1	
11911	1	2	***
11912	0	0	
11913	0	0	
11914	0	0	
11915	0	0	
11916	0	0	
11917	0	0	
11918	1	1	***
11919	1	1	***
11920	0	1	
11921	1	1	***
11922	1	1	***
11923	0	0	
11924	0	1	
11925	0	1	
11926	0	0	
11927	0	1	
11928	1	5	***
11929	2	5	******
11930	0	0	
11931	1	5	***
11932	0	0	
11933	0	0	
11934	0	0	
11935	1	1	***
11936	0	1	
11937	0	2	
11938	2	2	******
11939	1	1	***
11940	0	2	
11941	1	1	***
11942	1	1	***
11943	1	1	***
11944	0	7	
11945	0	0	
11946	0	4	
11947	0	1	
11948	0	4	
11949	1	1	***
11950	2	2	******
11951	0	0	
11952	1	1	***
11953	0	0	
11954	0	0	
11955	0	2	
11956	0	3	
11957	0	1	
11958	0	3	
11959	0	4	
11960	0	3	
11961	1	1	***
11962	0	0	
11963	0	1	
11964	0	0	
11965	0	0	
11966	0	0	
11967	1	1	***
11968	0	4	
11969	0	0	
11970	0	1	
11971	0	0	
11972	0	0	
11973	0	0	
11974	0	0	
11975	0	0	
11976	0	0	
11977	0	0	
11978	0	0	
11979	0	1	
11980	0	0	
11981	1	1	***
11982	0	0	
11983	0	0	
11984	0	1	
11985	0	0	
11986	0	1	
11987	0	4	
11988	0	0	
11989	0	0	
11990	0	3	
11991	0	1	
11992	0	0	
11993	1	1	***
11994	0	2	
11995	0	0	
11996	0	1	
11997	0	1	
11998	0	2	
11999	0	2	
12000	0	1	
12001	1	3	***
12002	0	3	
12003	0	0	
12004	0	3	
12005	0	0	
12006	0	0	
12007	1	1	***
12008	0	0	
12009	1	1	***
12010	1	1	***
12011	1	2	***
12012	0	0	
12013	1	1	***
12014	1	1	***
12015	0	0	
12016	0	3	
12017	0	4	
12018	0	1	
12019	0	1	
12020	0	2	
12021	1	1	***
12022	0	3	
12023	0	2	
12024	0	0	
12025	0	0	
12026	2	6	******
12027	1	2	***
12028	0	3	
12029	0	0	
12030	0	0	
12031	0	0	
12032	0	0	
12033	0	0	
12034	0	0	
12035	0	1	
12036	0	0	
12037	0	0	
12038	1	1	***
12039	1	1	***
12040	1	1	***
12041	1	1	***
12042	0	0	
12043	1	1	***
12044	0	0	
12045	1	1	***
12046	1	1	***
12047	1	1	***
12048	1	1	***
12049	0	0	
12050	0	1	
12051	0	2	
12052	0	3	
12053	0	2	
12054	0	0	
12055	0	0	
12056	0	0	
12057	1	1	***
12058	1	1	***
12059	1	1	***
12060	2	2	******
12061	0	0	
12062	1	1	***
12063	0	1	
12064	2	2	******
12065	0	1	
12066	0	0	
12067	0	1	
12068	0	1	
12069	0	0	
12070	0	1	
12071	0	1	
12072	1	4	***
12073	0	2	
12074	0	2	
12075	0	0	
12076	0	1	
12077	1	1	***
12078	3	5	*********
12079	0	1	
12080	0	1	
12081	0	2	
12082	0	0	
12083	0	2	
12084	0	0	
12085	0	0	
12086	0	0	
12087	1	1	***
12088	0	1	
12089	0	3	
12090	0	1	
12091	0	1	
12092	0	3	
12093	0	1	
12094	0	3	
12095	0	0	
12096	0	0	
12097	0	0	
12098	0	0	
12099	0	0	
12100	0	0	
12101	0	0	
12102	0	0	
12103	0	0	
12104	0	0	
12105	0	2	
12106	0	1	
12107	1	1	***
12108	0	1	
12109	0	0	
12110	0	0	
12111	0	2	
12112	0	1	
12113	1	1	***
12114	0	0	
12115	0	0	
12116	0	3	
12117	0	0	
12118	0	1	
12119	0	0	
12120	0	1	
12121	0	0	
12122	0	0	
12123	1	1	***
12124	1	1	***
12125	1	1	***
12126	0	0	
12127	0	0	
12128	0	3	
12129	0	0	
12130	0	1	
12131	0	0	
12132	0	0	
12133	1	1	***
12134	0	0	
12135	0	0	
12136	1	1	***
12137	0	0	
12138	0	0	
12139	0	0	
12140	0	0	
12141	0	0	
12142	0	0	
12143	0	3	
12144	0	0	
12145	0	1	
12146	0	3	
12147	0	3	
12148	1	1	***
12149	0	0	
12150	0	0	
12151	0	0	
12152	0	0	
12153	0	0	
12154	1	2	***
12155	0	1	
12156	0	0	
12157	0	0	
12158	0	3	
12159	0	1	
12160	0	1	
12161	1	5	***
12162	1	1	***
12163	0	1	
12164	3	3	*********
12165	0	2	
12166	0	0	
12167	1	1	***
12168	1	1	***
12169	1	1	***
12170	1	5	***
12171	2	2	******
12172	0	3	
12173	1	5	***
12174	1	1	***
12175	0	0	
12176	1	1	***
12177	0	1	
12178	0	2	
12179	1	1	***
12180	0	0	
12181	0	0	
12182	0	1	
12183	0	4	
12184	0	4	
12185	0	2	
12186	1	1	***
12187	0	1	
12188	0	0	
12189	0	0	
12190	0	0	
12191	0	0	
12192	0	0	
12193	0	0	
12194	0	3	
12195	0	1	
12196	1	1	***
12197	1	7	***
12198	0	8	
12199	0	1	
12200	0	3	
12201	1	4	***
12202	0	1	
12203	0	3	
12204	1	4	***
12205	0	0	
12206	0	1	
12207	0	0	
12208	1	3	***
12209	0	0	
12210	0	0	
12211	0	0	
12212	0	1	
12213	0	2	
12214	1	1	***
12215	0	0	
12216	0	1	
12217	0	1	
12218	1	1	***
12219	0	0	
12220	0	1	
12221	0	0	
12222	0	0	
12223	0	0	
12224	1	1	***
12225	0	1	
12226	0	0	
12227	0	0	
12228	0	0	
12229	0	2	
12230	0	0	
12231	0	1	
12232	0	3	
12233	0	2	
12234	0	2	
12235	0	1	
12236	0	1	
12237	0	1	
12238	0	1	
12239	0	0	
12240	0	0	
12241	0	0	
12242	0	0	
12243	0	7	
12244	0	1	
12245	0	7	
12246	1	6	***
12247	2	2	******
12248	0	8	
12249	0	0	
12250	1	1	***
12251	1	7	***
12252	0	1	
12253	0	0	
12254	0	1	
12255	2	4	******
12256	0	1	
12257	0	0	
12258	0	0	
12259	3	3	*********
12260	1	2	***
12261	0	2	
12262	1	1	***
12263	1	1	***
12264	1	1	***
12265	0	0	
12266	0	2	
12267	1	1	***
12268	0	0	
12269	1	1	***
12270	0	0	
12271	1	1	***
12272	0	0	
12273	0	0	
12274	0	0	
12275	1	1	***
12276	1	1	***
12277	0	0	
12278	0	2	
12279	0	0	
12280	1	1	***
12281	1	1	***
12282	0	4	
12283	0	0	
12284	1	3	***
12285	1	1	***
12286	1	1	***
12287	0	0	
12288	3	3	*********
12289	2	2	******
12290	1	1	***
12291	0	1	
12292	0	2	
12293	0	1	
12294	0	0	
12295	1	1	***
12296	1	1	***
12297	1	1	***
12298	1	1	***
12299	1	1	***
12300	0	0	
12301	1	1	***
12302	1	1	***
12303	0	0	
12304	0	1	
12305	0	9	
12306	1	1	***
12307	0	9	
12308	0	1	
12309	0	1	
12310	0	1	
12311	0	1	
12312	1	10	***
12313	0	0	
12314	1	1	***
12315	0	3	
12316	1	1	***
12317	1	1	***
12318	0	0	
12319	1	1	***
12320	1	1	***
12321	1	1	***
12322	0	0	
12323	1	1	***
12324	1	1	***
12325	0	1	
12326	0	1	
12327	0	1	
12328	0	0	
12329	0	1	
12330	1	1	***
12331	0	0	
12332	0	0	
12333	1	1	***
12334	0	1	
12335	1	1	***
12336	1	1	***
12337	1	4	***
12338	1	4	***
12339	0	2	
12340	0	0	
12341	1	1	***
12342	2	2	******
12343	0	1	
12344	0	3	
12345	1	1	***
12346	0	4	
12347	0	0	
12348	0	15	
12349	0	1	
12350	1	1	***
12351	1	1	***
12352	0	0	
12353	1	1	***
12354	1	1	***
12355	0	6	
12356	0	1	
12357	0	3	
12358	0	0	
12359	0	8	
12360	0	0	
12361	1	1	***
12362	0	0	
12363	1	1	***
12364	0	0	
12365	1	1	***
12366	0	0	
12367	1	1	***
12368	0	1	
12369	4	8	************
12370	2	2	******
12371	0	7	
12372	0	0	
12373	0	3	
12374	1	1	***
12375	1	1	***
12376	1	1	***
12377	0	2	
12378	0	3	
12379	0	2	
12380	0	1	
12381	1	1	***
12382	0	0	
12383	0	4	
12384	0	2	
12385	1	1	***
12386	1	1	***
12387	2	2	******
12388	0	0	
12389	0	1	
12390	0	2	
12391	0	4	
12392	0	0	
12393	2	5	******
12394	0	1	
12395	0	0	
12396	0	1	
12397	1	1	***
12398	1	3	***
12399	1	3	***
12400	0	0	
12401	0	0	
12402	0	5	
12403	0	3	
12404	0	1	
12405	0	1	
12406	0	1	
12407	0	0	
12408	0	0	
12409	0	1	
12410	0	1	
12411	1	1	***
12412	0	0	
12413	0	0	
12414	0	0	
12415	0	0	
12416	0	0	
12417	0	3	
12418	1	3	***
12419	0	1	
12420	0	1	
12421	0	0	
12422	1	1	***
12423	0	0	
12424	1	1	***
12425	1	1	***
12426	0	0	
12427	1	1	***
12428	0	1	
12429	1	1	***
12430	0	0	
12431	1	1	***
12432	0	0	
12433	1	1	***
12434	0	1	
12435	0	0	
12436	1	1	***
12437	0	0	
12438	1	1	***
12439	0	1	
12440	0	4	
12441	0	1	
12442	0	1	
12443	0	1	
12444	0	0	
12445	0	0	
12446	0	2	
12447	0	1	
12448	0	1	
12449	1	4	***
12450	1	3	***
12451	0	3	
12452	1	5	***
12453	0	1	
12454	2	7	******
12455	1	1	***
12456	0	0	
12457	1	1	***
12458	0	0	
12459	0	0	
12460	0	0	
12461	0	0	
12462	1	1	***
12463	0	1	
12464	1	1	***
12465	0	0	
12466	0	1	
12467	1	1	***
12468	1	1	***
12469	1	1	***
12470	1	1	***
12471	0	0	
12472	0	0	
12473	1	1	***
12474	0	0	
12475	0	1	
12476	0	1	
12477	0	0	
12478	0	1	
12479	0	0	
12480	0	0	
12481	0	2	
12482	0	0	
12483	0	0	
12484	0	0	
12485	1	1	***
12486	0	0	
12487	0	7	
12488	1	1	***
12489	0	0	
12490	1	1	***
12491	0	1	
12492	0	1	
12493	0	1	
12494	0	0	
12495	0	0	
12496	1	1	***
12497	1	3	***
12498	1	1	***
12499	0	0	
12500	0	0	
12501	2	6	******
12502	0	0	
12503	0	0	
12504	0	0	
12505	0	1	
12506	0	4	
12507	0	2	
12508	0	0	
12509	0	0	
12510	0	0	
12511	0	0	
12512	0	0	
12513	0	0	
12514	0	0	
12515	0	0	
12516	0	6	
12517	0	0	
12518	2	2	******
12519	0	1	
12520	0	1	
12521	1	1	***
12522	0	1	
12523	0	0	
12524	0	0	
12525	0	0	
12526	0	0	
12527	0	1	
12528	0	3	
12529	0	1	
12530	0	2	
12531	0	1	
12532	0	0	
12533	0	3	
12534	0	2	
12535	0	1	
12536	1	1	***
12537	1	1	***
12538	0	0	
12539	0	0	
12540	1	1	***
12541	0	0	
12542	1	1	***
12543	1	1	***
12544	1	1	***
12545	0	0	
12546	0	1	
12547	0	5	
12548	0	1	
12549	0	2	
12550	0	2	
12551	1	1	***
12552	0	0	
12553	0	1	
12554	1	1	***
12555	0	0	
12556	1	1	***
12557	0	1	
12558	0	0	
12559	0	4	
12560	1	1	***
12561	0	1	
12562	0	0	
12563	0	0	
12564	1	1	***
12565	0	1	
12566	0	1	
12567	0	0	
12568	0	0	
12569	0	0	
12570	0	3	
12571	0	0	
12572	0	2	
12573	0	3	
12574	0	2	
12575	0	0	
12576	0	2	
12577	0	6	
12578	0	3	
12579	0	0	
12580	0	0	
12581	0	0	
12582	0	0	
12583	0	0	
12584	0	0	
12585	0	0	
12586	0	0	
12587	0	0	
12588	0	0	
12589	0	0	
12590	0	0	
12591	0	0	
12592	0	0	
12593	0	0	
12594	0	0	
12595	2	4	******
12596	1	1	***
12597	0	1	
12598	1	1	***
12599	0	0	
12600	0	2	
12601	1	4	***
12602	0	1	
12603	0	6	
12604	0	0	
12605	0	1	
12606	1	1	***
12607	0	1	
12608	0	1	
12609	0	0	
12610	0	1	
12611	0	1	
12612	0	0	
12613	0	1	
12614	1	1	***
12615	0	2	
12616	0	2	
12617	0	0	
12618	0	1	
12619	0	1	
12620	0	1	
12621	0	0	
12622	0	3	
12623	0	0	
12624	0	12	
12625	0	6	
12626	1	1	***
12627	0	0	
12628	3	3	*********
12629	1	1	***
12630	1	1	***
12631	1	1	***
12632	0	0	
12633	0	8	
12634	1	1	***
12635	0	0	
12636	0	10	
12637	0	1	
12638	0	0	
12639	0	1	
12640	0	0	
12641	0	1	
12642	0	0	
12643	1	1	***
12644	2	3	******
12645	2	2	******
12646	0	1	
12647	0	0	
12648	0	0	
12649	0	0	
12650	0	0	
12651	1	1	***
12652	1	1	***
12653	0	3	
12654	0	0	
12655	0	7	
12656	0	2	
12657	1	12	***
12658	0	0	
12659	1	1	***
12660	0	2	
12661	0	0	
12662	0	0	
12663	0	0	
12664	0	0	
12665	0	0	
12666	1	1	***
12667	0	2	
12668	0	4	
12669	0	0	
12670	0	0	
12671	1	1	***
12672	0	2	
12673	0	2	
12674	0	2	
12675	1	1	***
12676	0	0	
12677	0	0	
12678	0	4	
12679	0	2	
12680	0	0	
12681	0	0	
12682	0	0	
12683	0	1	
12684	0	5	
12685	0	1	
12686	0	1	
12687	1	1	***
12688	1	1	***
12689	0	0	
12690	0	1	
12691	0	6	
12692	1	2	***
12693	1	1	***
12694	0	0	
12695	0	1	
12696	0	0	
12697	0	1	
12698	0	0	
12699	0	0	
12700	0	0	
12701	4	4	************
12702	0	2	
12703	1	1	***
12704	0	0	
12705	0	0	
12706	0	0	
12707	0	0	
12708	0	0	
12709	0	0	
12710	0	0	
12711	0	0	
12712	0	0	
12713	0	0	
12714	0	0	
12715	0	0	
12716	0	0	
12717	1	1	***
12718	1	1	***
12719	0	0	
12720	1	2	***
12721	2	2	******
12722	0	0	
12723	0	0	
12724	1	1	***
12725	0	1	
12726	0	1	
12727	0	0	
12728	0	0	
12729	0	0	
12730	0	1	
12731	0	0	
12732	0	1	
12733	1	1	***
12734	2	4	******
12735	2	2	******
12736	0	4	
12737	0	0	
12738	0	2	
12739	1	4	***
12740	0	0	
12741	0	19	
12742	1	1	***
12743	1	1	***
12744	1	1	***
